TA_F,SW_IN_F,RH,NETRAD,PA_F,WS_F,USTAR,PPFD_IN,P_F,CO2_F,VPD_kPa,SWC_m3m3,VPD_F,TIMESTAMP_START,TIMESTAMP_END
-10.694,447.46,72.96,298.3,98.59,4.352,0.2865,960.4,0.0,407.54,0.0731,0.0785,0.731,2011-01-29 13:30:00,2011-01-29 14:00:00
-10.421,378.87,73.083,250.75,98.6,3.37,0.52154,818.87,0.0,407.61,0.0744,0.0785,0.744,2011-01-29 14:00:00,2011-01-29 14:30:00
-10.13,383.04,71.901,251.89,98.6,3.433,0.42591,814.28,0.0,407.63,0.0795,0.0785,0.795,2011-01-29 14:30:00,2011-01-29 15:00:00
-9.771,340.68,70.579,207.38,98.6,3.149,0.56922,718.6,0.0,407.7,0.0856,0.0785,0.856,2011-01-29 15:00:00,2011-01-29 15:30:00
-9.761,264.04,70.325,140.58,98.633,3.103,0.32728,552.92,0.0,407.78,0.0864,0.0785,0.8640000000000001,2011-01-29 15:30:00,2011-01-29 16:00:00
-10.083,143.64,72.231,43.708,98.72,2.463,0.31886,313.94,0.0,407.84,0.0788,0.0785,0.7879999999999999,2011-01-29 16:00:00,2011-01-29 16:30:00
-10.696,100.43,74.497,8.4184,98.8,2.685,0.26799,207.93,0.0,407.97,0.0689999999999999,0.078,0.689999999999999,2011-01-29 16:30:00,2011-01-29 17:00:00
-11.282,21.802,77.66,-38.895,98.8,2.409,0.22917,56.429,0.0,408.15,0.0576,0.078,0.576,2011-01-29 17:00:00,2011-01-29 17:30:00
-11.485,1.367,79.974,-46.831,98.8,3.108,0.12433,7.7017,0.0,408.17,0.0508,0.078,0.508,2011-01-29 17:30:00,2011-01-29 18:00:00
-11.676,0.0,82.259,-51.425,98.84,2.867,0.15095,0.024433,0.0,408.09,0.0444,0.078,0.444,2011-01-29 18:00:00,2011-01-29 18:30:00
-11.79,0.0,83.668,-56.019,98.9,2.411,0.085074,0.0259283157894736,0.0,407.98,0.0405,0.078,0.405,2011-01-29 18:30:00,2011-01-29 19:00:00
-11.94,0.0,84.141,-64.247,98.9,2.179,0.039921,0.0274236315789473,0.0,407.92,0.0388,0.078,0.388,2011-01-29 19:00:00,2011-01-29 19:30:00
-12.084,0.0,84.917,-59.151,98.9,1.62,0.053129,0.028918947368421,0.0,408.1,0.0365,0.078,0.365,2011-01-29 19:30:00,2011-01-29 20:00:00
-12.036,0.0,85.714,-20.49,98.9,1.703,0.087826,0.0304142631578947,0.0,408.13,0.0346999999999999,0.078,0.346999999999999,2011-01-29 20:00:00,2011-01-29 20:30:00
-12.077,0.152,85.275,-5.556,98.9,1.055,0.063153,0.0319095789473684,0.0,408.11,0.0356,0.078,0.356,2011-01-29 20:30:00,2011-01-29 21:00:00
-11.633,0.298,84.425,-3.6207,98.977,1.209,0.04623,0.0334048947368421,0.0,407.85,0.0391,0.078,0.391,2011-01-29 21:00:00,2011-01-29 21:30:00
-11.709,0.0,85.216,-1.6854,99.0,0.935,0.045578,0.0349002105263157,0.0,407.91,0.0369,0.078,0.369,2011-01-29 21:30:00,2011-01-29 22:00:00
-11.62,0.0,85.671,-1.8855,98.913,1.385,0.04011,0.0363955263157894,0.0,407.81,0.036,0.078,0.36,2011-01-29 22:00:00,2011-01-29 22:30:00
-10.879,0.347,86.772,-0.75325,98.92,1.059,0.038323,0.0378908421052631,0.0,407.66,0.0353,0.078,0.353,2011-01-29 22:30:00,2011-01-29 23:00:00
-11.174,0.0,86.716,-0.6734633333333333,99.0,1.839,0.069548,0.0393861578947368,0.0,407.85,0.0346,0.078,0.346,2011-01-29 23:00:00,2011-01-29 23:30:00
-11.221,0.0,87.438,-0.5936766666666666,99.0,1.674,0.067128,0.0408814736842105,0.0,407.86,0.0326,0.078,0.32599999999999996,2011-01-29 23:30:00,2011-01-30 00:00:00
-11.109,0.0,87.746,-0.51389,99.0,1.833,0.048682,0.0423767894736842,0.0,407.92,0.0321,0.078,0.32099999999999995,2011-01-30 00:00:00,2011-01-30 00:30:00
-11.284,0.0,87.712,-0.60391,99.0,2.41,0.081953,0.0438721052631578,0.0,409.3,0.0317,0.0785,0.317,2011-01-30 00:30:00,2011-01-30 01:00:00
-11.736,0.0,86.966,-1.196755,99.0,2.909,0.13281,0.0453674210526315,0.0,410.8,0.0324,0.078,0.32399999999999995,2011-01-30 01:00:00,2011-01-30 01:30:00
-11.78,0.0,86.943,-1.7896,99.0,2.346,0.13768,0.0468627368421052,0.0,410.44,0.0324,0.078,0.32399999999999995,2011-01-30 01:30:00,2011-01-30 02:00:00
-11.715,0.0,87.349,-1.8474,99.0,2.46,0.15631,0.0483580526315789,0.0,410.07,0.0315,0.078,0.315,2011-01-30 02:00:00,2011-01-30 02:30:00
-11.687,0.0,87.359,-4.7306,99.093,2.369,0.13658,0.0498533684210526,0.0,409.31,0.0316,0.078,0.31600000000000006,2011-01-30 02:30:00,2011-01-30 03:00:00
-11.849,0.0,87.586,-4.8287,99.1,2.579,0.076871,0.0513486842105263,0.0,408.45,0.0306,0.078,0.306,2011-01-30 03:00:00,2011-01-30 03:30:00
-12.141,0.0,88.046,-3.2907,99.1,2.698,0.14311,0.052844,0.0,408.08,0.0288,0.078,0.288,2011-01-30 03:30:00,2011-01-30 04:00:00
-12.355,0.0,87.984,-3.4303,99.177,2.396,0.097684,0.2583135,0.0,407.6,0.0283999999999999,0.0785,0.28399999999999903,2011-01-30 04:00:00,2011-01-30 04:30:00
-12.481,0.0,87.697,-3.1212,99.2,2.276,0.080678,0.463783,0.0,407.05,0.0288,0.078,0.288,2011-01-30 04:30:00,2011-01-30 05:00:00
-12.691,0.0,87.258,-3.4785,99.2,2.187,0.0951,0.6692525000000001,0.0,407.09,0.0293,0.078,0.293,2011-01-30 05:00:00,2011-01-30 05:30:00
-12.801,0.0,86.988,-2.0582,99.283,2.19,0.064657,0.8747220000000001,0.0,407.08,0.0296999999999999,0.078,0.296999999999999,2011-01-30 05:30:00,2011-01-30 06:00:00
-12.87,0.0,86.73,-1.6638,99.3,1.975,0.065147,1.0801915000000002,0.0,407.12,0.0301,0.078,0.301,2011-01-30 06:00:00,2011-01-30 06:30:00
-13.014,0.0,86.59,-2.3908,99.3,1.525,0.077213,1.2856610000000002,0.0,407.26,0.0301,0.078,0.301,2011-01-30 06:30:00,2011-01-30 07:00:00
-13.228,0.0,86.055,1.2599,99.38,2.356,0.048884,1.4911305,0.0,407.02,0.0306999999999999,0.078,0.306999999999999,2011-01-30 07:00:00,2011-01-30 07:30:00
-13.413,0.0,85.744,3.7231,99.4,2.502,0.02624,1.6966,0.0,406.79,0.031,0.078,0.31,2011-01-30 07:30:00,2011-01-30 08:00:00
-13.638,29.929,85.149,25.328,99.427,2.291,0.10426,39.246,0.0,406.6,0.0317,0.078,0.317,2011-01-30 08:00:00,2011-01-30 08:30:00
-13.529,149.19,83.997,111.66,99.5,2.113,0.099152,181.85,0.0,406.94,0.0344,0.078,0.344,2011-01-30 08:30:00,2011-01-30 09:00:00
-13.335,89.559,82.758,185.94,99.5,1.659,0.12952,314.95,0.0,407.47,0.0377,0.078,0.377,2011-01-30 09:00:00,2011-01-30 09:30:00
-12.569,142.024,82.142,254.42,99.5,1.188,0.11915,429.36,0.0,407.35,0.0414999999999999,0.078,0.414999999999999,2011-01-30 09:30:00,2011-01-30 10:00:00
-12.011,238.936,80.329,317.46,99.593,1.206,0.24906,552.97,0.0,407.47,0.0479,0.078,0.479,2011-01-30 10:00:00,2011-01-30 10:30:00
-12.407,279.347,79.754,405.36,99.6,1.655,0.36073,690.64,0.0,407.66,0.0477,0.078,0.477,2011-01-30 10:30:00,2011-01-30 11:00:00
-12.453,534.115,77.7,450.16,99.637,2.229,0.46848,839.06,0.0,408.72,0.0524,0.078,0.524,2011-01-30 11:00:00,2011-01-30 11:30:00
-11.492,528.83,72.23,456.21,99.697,2.169,0.57364,1019.1,0.0,407.59,0.0705,0.078,0.705,2011-01-30 11:30:00,2011-01-30 12:00:00
-10.96,539.4,67.209,395.53,99.7,3.249,0.46487,1077.8,0.0,406.41,0.0868,0.078,0.868,2011-01-30 12:00:00,2011-01-30 12:30:00
-10.719,527.34,63.412,356.96,99.7,3.04,0.4156,1097.1,0.0,405.89,0.0988,0.078,0.988,2011-01-30 12:30:00,2011-01-30 13:00:00
-10.502,519.27,61.513,348.64,99.7,2.342,0.5287,1086.6,0.0,405.9,0.1056999999999999,0.078,1.056999999999999,2011-01-30 13:00:00,2011-01-30 13:30:00
-10.349,487.51,57.865,321.78,99.7,2.867,0.60119,1022.7,0.0,406.2,0.1171,0.078,1.171,2011-01-30 13:30:00,2011-01-30 14:00:00
-9.919,476.45,56.137,312.07,99.7,2.452,0.53473,990.4,0.0,406.54,0.1262,0.078,1.262,2011-01-30 14:00:00,2011-01-30 14:30:00
-9.554,404.7,53.494,248.22,99.763,3.231,0.77448,839.64,0.0,406.34,0.1377,0.078,1.3769999999999998,2011-01-30 14:30:00,2011-01-30 15:00:00
-9.63,365.74,49.516,212.05,99.8,3.632,0.76963,744.28,0.0,405.6,0.1486,0.078,1.4860000000000002,2011-01-30 15:00:00,2011-01-30 15:30:00
-9.545,303.95,46.885,157.68,99.863,3.608,0.75849,608.06,0.0,405.4,0.1574,0.078,1.574,2011-01-30 15:30:00,2011-01-30 16:00:00
-9.559,237.2,53.862,108.58,99.9,3.836,0.70933,459.56,0.0,405.87,0.1365,0.078,1.3650000000000002,2011-01-30 16:00:00,2011-01-30 16:30:00
-9.8,133.75,56.41,30.186,99.963,3.802,0.60655,248.97,0.0,405.51,0.1266,0.078,1.266,2011-01-30 16:30:00,2011-01-30 17:00:00
-10.115,63.569,54.108,-43.276,100.0,4.311,0.68527,99.192,0.0,404.76,0.13,0.078,1.3,2011-01-30 17:00:00,2011-01-30 17:30:00
-10.99,3.499,56.612,-87.88,100.0,4.391,0.61186,13.044,0.0,404.11,0.1146,0.078,1.146,2011-01-30 17:30:00,2011-01-30 18:00:00
-11.593,0.0,59.746,-90.896,100.07,3.995,0.5401,12.54745076923077,0.0,403.64,0.1012999999999999,0.078,1.012999999999999,2011-01-30 18:00:00,2011-01-30 18:30:00
-12.274,0.0,62.06,-89.097,100.1,3.961,0.53971,12.050901538461538,0.0,403.33,0.0904,0.078,0.9039999999999999,2011-01-30 18:30:00,2011-01-30 19:00:00
-12.978,0.0,65.294,-87.735,100.14,3.92,0.49523,11.554352307692309,0.0,403.21,0.0781,0.078,0.781,2011-01-30 19:00:00,2011-01-30 19:30:00
-13.479,0.0,67.812,-86.795,100.2,3.537,0.47589,11.057803076923078,0.0,403.23,0.0694999999999999,0.078,0.694999999999999,2011-01-30 19:30:00,2011-01-30 20:00:00
-13.902,0.0,68.824,-86.687,100.2,2.634,0.27741,10.561253846153846,0.0,403.33,0.065,0.078,0.65,2011-01-30 20:00:00,2011-01-30 20:30:00
-14.299,0.0,69.459,-84.497,100.2,1.417,0.13345,10.064704615384615,0.0,403.39,0.0617,0.078,0.617,2011-01-30 20:30:00,2011-01-30 21:00:00
-14.275,0.0,68.758,-81.983,100.27,1.407,0.077371,9.568155384615384,0.0,403.38,0.0632,0.078,0.6320000000000001,2011-01-30 21:00:00,2011-01-30 21:30:00
-14.111,0.0,68.302,-76.914,100.3,2.156,0.12064,9.071606153846156,0.0,403.34,0.065,0.078,0.65,2011-01-30 21:30:00,2011-01-30 22:00:00
-14.315,0.0,69.202,-76.339,100.3,2.23,0.097514,8.575056923076923,0.0,403.4,0.0621,0.078,0.621,2011-01-30 22:00:00,2011-01-30 22:30:00
-14.104,0.0,68.382,-68.152,100.3,1.687,0.072376,8.078507692307692,0.0,403.37,0.0649,0.078,0.649,2011-01-30 22:30:00,2011-01-30 23:00:00
-14.367,0.0,69.008,-39.539,100.3,1.931,0.048497,7.581958461538462,0.0,403.36,0.0622,0.078,0.622,2011-01-30 23:00:00,2011-01-30 23:30:00
-13.964,0.0,68.009,-65.231,100.3,2.203,0.08084,7.085409230769231,0.0,403.27,0.0664,0.078,0.664,2011-01-30 23:30:00,2011-01-31 00:00:00
-14.475,0.0,69.673,-64.976,100.3,2.148,0.059163,6.58886,0.0,403.34,0.0603,0.078,0.603,2011-01-31 00:00:00,2011-01-31 00:30:00
-14.526,0.0,70.972,-55.599,100.3,2.206,0.075305,6.092310769230769,0.0,403.37,0.0574999999999999,0.078,0.574999999999999,2011-01-31 00:30:00,2011-01-31 01:00:00
-14.087,0.0,69.088,-31.991,100.38,2.137,0.031405,5.595761538461539,0.0,403.3,0.0635,0.078,0.635,2011-01-31 01:00:00,2011-01-31 01:30:00
-14.847,0.0,71.893,-25.053,100.4,0.584,0.072832,5.099212307692308,0.0,403.31,0.0542,0.078,0.542,2011-01-31 01:30:00,2011-01-31 02:00:00
-13.61,0.0,68.786,-28.942,100.4,0.914,0.080693,4.602663076923077,0.0,403.35,0.0667,0.078,0.6669999999999999,2011-01-31 02:00:00,2011-01-31 02:30:00
-14.263,0.0,70.485,-27.395,100.4,1.324,0.10401,4.106113846153846,0.0,403.55,0.0598,0.078,0.598,2011-01-31 02:30:00,2011-01-31 03:00:00
-14.063,0.0,70.298,-24.6,100.4,2.072,0.08026,3.609564615384615,0.0,403.48,0.0611,0.078,0.611,2011-01-31 03:00:00,2011-01-31 03:30:00
