DOY,CO2,RH,Ustar,U_top,Ta_top,PAR,Press,Time,Timestamp
1.0,401.81,98.638,0.40299,4.5541,6.3694,0.43094,97.68,5.0,2011-01-01 00:00:00
1.0,401.49,99.178,0.40299,4.5541,6.7906,0.43094,97.623,5.5,2011-01-01 00:30:00
1.0,401.45,99.115,0.40299,4.5541,6.7639,0.43094,97.6,6.0,2011-01-01 01:00:00
1.0,401.67,99.588,0.40299,4.5541,7.0001,0.43094,97.6,6.5,2011-01-01 01:30:00
1.0,401.99,98.772,0.40299,4.5541,6.6785,0.43094,97.6,7.0,2011-01-01 02:00:00
1.0,402.57,98.759,0.40299,4.5541,6.694,0.43094,97.6,7.5,2011-01-01 02:30:00
1.0,402.77,98.765,0.40299,4.5541,6.5605,0.43094,97.547,8.0,2011-01-01 03:00:00
1.0,402.8,98.935,0.40299,4.5541,6.7344,0.43094,97.5,8.5,2011-01-01 03:30:00
1.0,402.9,98.899,0.40299,4.5541,6.8319,0.43094,97.433,9.0,2011-01-01 04:00:00
1.0,402.58,98.722,0.40299,4.5541,6.7625,0.43094,97.4,9.5,2011-01-01 04:30:00
1.0,402.19,98.918,0.40299,4.5541,7.4169,0.43094,97.4,10.0,2011-01-01 05:00:00
1.0,402.29,98.926,0.40299,4.5541,7.4712,0.43094,97.4,10.5,2011-01-01 05:30:00
1.0,401.57,98.98,0.40299,4.5541,7.6933,0.43094,97.387,11.0,2011-01-01 06:00:00
1.0,398.78,98.904,0.40299,4.5541,7.0392,0.43094,97.393,11.5,2011-01-01 06:30:00
1.0,395.92,98.507,0.40299,4.5541,5.5827,0.43094,97.4,12.0,2011-01-01 07:00:00
1.0,395.84,98.19,0.60234,4.0021,4.9611,0.43094,97.353,12.5,2011-01-01 07:30:00
1.0,395.39,97.781,0.51302,3.6575,5.1695,0.1318,97.3,13.0,2011-01-01 08:00:00
1.0,395.48,85.001,0.54885,4.9547,5.4266,4.4361,97.297,13.5,2011-01-01 08:30:00
1.0,395.51,66.385,0.79691,6.7841,6.3409,16.155,97.277,14.0,2011-01-01 09:00:00
1.0,395.97,53.216,0.88205,6.5492,6.1975,58.105,97.293,14.5,2011-01-01 09:30:00
1.0,396.03,47.371,0.86293,5.4696,6.1706,237.39,97.247,15.0,2011-01-01 10:00:00
1.0,396.08,45.511,1.0879,7.5258,6.3373,351.99,97.263,15.5,2011-01-01 10:30:00
1.0,396.67,36.852,1.3915,8.1589,5.8243,249.4,97.2,16.0,2011-01-01 11:00:00
1.0,397.28,45.722,1.0423,7.6422,4.4012,143.97,97.26,16.5,2011-01-01 11:30:00
1.0,396.94,46.327,1.6216,8.906,3.0482,109.66,97.213,17.0,2011-01-01 12:00:00
1.0,396.38,43.113,1.318,9.7816,1.9892,89.619,97.2,17.5,2011-01-01 12:30:00
1.0,396.48,49.43,1.5382,9.3544,0.70558,91.451,97.2,18.0,2011-01-01 13:00:00
1.0,396.4,55.384,1.6764,9.0993,-0.15136,127.8,97.213,18.5,2011-01-01 13:30:00
1.0,396.4,58.724,1.661,10.132,-1.4086,122.14,97.26,19.0,2011-01-01 14:00:00
1.0,396.53,59.566,1.3888,8.7378,-2.4371,123.85,97.32,19.5,2011-01-01 14:30:00
1.0,397.43,72.214,1.6538,8.5782,-4.617,58.082,97.43,20.0,2011-01-01 15:00:00
1.0,397.92,70.398,1.7683,8.6784,-6.0136,39.619,97.527,20.5,2011-01-01 15:30:00
1.0,397.94,66.741,1.6769,9.3414,-6.5189,17.893,97.6,21.0,2011-01-01 16:00:00
1.0,398.1,62.717,1.5765,9.2286,-7.0094,6.0617,97.67,21.5,2011-01-01 16:30:00
1.0,397.93,66.311,1.5538,8.6173,-7.4992,0.43768,97.7,22.0,2011-01-01 17:00:00
1.0,397.98,68.317,1.5176,7.8345,-7.3905,0.43768,97.707,22.5,2011-01-01 17:30:00
1.0,398.01,67.934,1.446,8.1782,-7.2212,0.43768,97.797,23.0,2011-01-01 18:00:00
1.0,397.74,77.924,1.1518,8.0395,-7.3991,0.43768,97.8,23.5,2011-01-01 18:30:00
1.0,397.82,74.305,1.6364,8.7974,-7.2533,0.43768,97.8,24.0,2011-01-01 19:00:00
1.0,397.97,69.421,1.3801,7.1893,-6.6715,0.43768,97.89,24.5,2011-01-01 19:30:00
1.0,397.99,64.909,1.397,7.2829,-6.8508,0.43768,97.9,25.0,2011-01-01 20:00:00
1.0,397.99,64.245,1.4715,8.0078,-6.8527,0.43768,97.9,25.5,2011-01-01 20:30:00
1.0,397.97,68.959,1.2592,7.7208,-6.9834,0.43768,97.9,26.0,2011-01-01 21:00:00
1.0,397.94,77.479,1.0799,6.563,-7.1956,0.43768,97.963,26.5,2011-01-01 21:30:00
1.0,397.97,79.121,1.1699,5.8606,-7.2922,0.43768,98.0,27.0,2011-01-01 22:00:00
1.0,397.87,81.686,1.271,7.1594,-7.361,0.43768,98.083,27.5,2011-01-01 22:30:00
1.0,397.72,86.429,1.2675,7.2449,-7.8377,0.43768,98.107,28.0,2011-01-01 23:00:00
1.0,397.59,86.409,1.2692,7.5092,-8.0284,0.43768,98.2,28.5,2011-01-01 23:30:00
2.0,397.44,82.057,1.0754,7.4779,-8.0088,0.43768,98.2,29.0,2011-01-02 00:00:00
2.0,397.4,82.493,1.0601,5.9552,-8.196,0.43768,98.16,29.5,2011-01-02 00:30:00
2.0,397.16,86.437,0.98831,6.8418,-8.5113,0.43768,98.2,30.0,2011-01-02 01:00:00
2.0,397.05,88.647,0.87583,5.4139,-8.6249,0.43768,98.2,30.5,2011-01-02 01:30:00
2.0,397.03,88.557,0.84448,4.9614,-8.6785,0.43768,98.2,31.0,2011-01-02 02:00:00
2.0,396.86,82.388,1.0406,4.9719,-8.7805,0.43768,98.2,31.5,2011-01-02 02:30:00
2.0,396.37,78.406,1.1525,5.8214,-8.8149,0.43768,98.2,32.0,2011-01-02 03:00:00
2.0,396.0,81.915,0.8925,4.8036,-9.1192,0.43768,98.23,32.5,2011-01-02 03:30:00
2.0,396.03,81.702,0.96766,5.7332,-9.3112,0.43768,98.3,33.0,2011-01-02 04:00:00
2.0,396.0,87.164,0.95492,5.1317,-9.3629,0.43768,98.3,33.5,2011-01-02 04:30:00
2.0,396.01,88.335,0.78848,4.3828,-9.0644,0.43768,98.3,34.0,2011-01-02 05:00:00
2.0,396.04,85.368,0.60129,3.8101,-9.102,0.43768,98.363,34.5,2011-01-02 05:30:00
2.0,395.82,87.099,0.48647,3.4155,-8.9053,0.43768,98.397,35.0,2011-01-02 06:00:00
2.0,395.76,89.244,0.39681,3.0686,-8.9426,0.43768,98.4,35.5,2011-01-02 06:30:00
2.0,395.5,88.832,0.48579,3.4077,-9.0507,0.43768,98.4,36.0,2011-01-02 07:00:00
2.0,395.27,89.065,0.43949,3.0819,-9.0017,0.43768,98.4,36.5,2011-01-02 07:30:00
2.0,395.06,89.133,0.39128,2.9625,-8.9557,1.8132,98.4,37.0,2011-01-02 08:00:00
2.0,395.23,89.345,0.33214,3.0249,-8.6908,17.603,98.4,37.5,2011-01-02 08:30:00
2.0,395.69,90.405,0.32382,2.946,-8.2728,37.572,98.417,38.0,2011-01-02 09:00:00
2.0,396.15,89.2,0.35382,2.7366,-7.9068,77.89,98.477,38.5,2011-01-02 09:30:00
2.0,396.2,88.563,0.59035,3.2615,-7.5656,94.638,98.5,39.0,2011-01-02 10:00:00
2.0,396.02,88.789,0.71941,3.3874,-7.3543,119.51,98.5,39.5,2011-01-02 10:30:00
2.0,395.86,87.851,0.82006,3.8291,-7.2889,157.42,98.5,40.0,2011-01-02 11:00:00
2.0,395.87,84.635,0.89174,4.5903,-7.1474,207.08,98.5,40.5,2011-01-02 11:30:00
2.0,395.43,80.07,0.72531,5.4846,-7.1061,201.45,98.5,41.0,2011-01-02 12:00:00
2.0,393.77,76.925,0.97054,5.3906,-7.0894,235.3,98.443,41.5,2011-01-02 12:30:00
2.0,393.28,76.601,0.89477,5.0671,-6.9086,199.03,98.433,42.0,2011-01-02 13:00:00
2.0,393.08,76.196,0.80593,5.6354,-6.9068,159.64,98.5,42.5,2011-01-02 13:30:00
2.0,393.06,76.643,0.81669,4.9067,-6.7356,144.44,98.5,43.0,2011-01-02 14:00:00
2.0,392.95,71.157,0.98483,5.495,-6.4554,137.19,98.453,43.5,2011-01-02 14:30:00
2.0,392.96,69.474,0.82547,4.0862,-6.2304,131.53,98.5,44.0,2011-01-02 15:00:00
2.0,392.86,65.782,1.0152,4.8117,-5.8787,74.666,98.5,44.5,2011-01-02 15:30:00
2.0,392.82,62.88,0.93635,5.7201,-5.6762,53.757,98.5,45.0,2011-01-02 16:00:00
2.0,392.85,64.599,0.91596,5.4241,-5.6713,12.132,98.5,45.5,2011-01-02 16:30:00
2.0,393.23,66.999,0.75171,5.8498,-5.7894,2.824,98.5,46.0,2011-01-02 17:00:00
2.0,393.6,67.744,0.93968,5.3647,-6.051,0.16982,98.537,46.5,2011-01-02 17:30:00
2.0,393.69,65.432,1.0113,5.4975,-6.1605,0.16982,98.6,47.0,2011-01-02 18:00:00
2.0,393.83,65.98,0.88733,5.4079,-6.2469,0.16982,98.6,47.5,2011-01-02 18:30:00
2.0,393.81,64.796,0.73947,5.2285,-6.1623,0.16982,98.6,48.0,2011-01-02 19:00:00
2.0,393.82,63.304,0.91418,4.864,-6.096,0.16982,98.6,48.5,2011-01-02 19:30:00
2.0,393.92,62.432,0.86966,5.3137,-5.9729,0.16982,98.6,49.0,2011-01-02 20:00:00
2.0,393.88,60.317,0.68804,4.5783,-5.9285,0.16982,98.657,49.5,2011-01-02 20:30:00
2.0,393.81,60.038,0.76569,4.6888,-5.7368,0.16982,98.7,50.0,2011-01-02 21:00:00
2.0,393.67,59.94,0.74999,4.9314,-5.5824,0.16982,98.7,50.5,2011-01-02 21:30:00
2.0,393.52,59.89,0.72883,4.7162,-5.4376,0.16982,98.7,51.0,2011-01-02 22:00:00
2.0,393.31,58.652,0.81031,5.9315,-5.3598,0.16982,98.7,51.5,2011-01-02 22:30:00
2.0,393.18,59.314,0.68637,5.0109,-5.3836,0.16982,98.7,52.0,2011-01-02 23:00:00
2.0,393.09,59.704,0.60118,4.7089,-5.4688,0.16982,98.7,52.5,2011-01-02 23:30:00
3.0,393.06,60.529,0.59394,3.9987,-5.5505,0.16982,98.7,53.0,2011-01-03 00:00:00
3.0,392.88,59.158,0.63108,4.9526,-5.4376,0.16982,98.7,53.5,2011-01-03 00:30:00
3.0,392.99,59.662,0.71997,4.6018,-5.506,0.16982,98.7,54.0,2011-01-03 01:00:00
3.0,393.11,59.17,0.74763,5.235,-5.5356,0.16982,98.7,54.5,2011-01-03 01:30:00
3.0,393.29,58.765,0.79955,4.9274,-5.6602,0.16982,98.7,55.0,2011-01-03 02:00:00
3.0,393.47,58.025,0.66391,4.4185,-5.6901,0.16982,98.7,55.5,2011-01-03 02:30:00
3.0,393.47,57.579,0.793,5.0789,-5.6661,0.16982,98.7,56.0,2011-01-03 03:00:00
3.0,393.46,60.447,0.77812,4.5073,-5.8624,0.16982,98.7,56.5,2011-01-03 03:30:00
3.0,393.48,60.674,0.54792,3.8182,-6.0207,0.16982,98.7,57.0,2011-01-03 04:00:00
3.0,393.61,61.472,0.53212,3.2195,-6.1112,0.16982,98.7,57.5,2011-01-03 04:30:00
3.0,393.91,63.277,0.42825,2.9098,-6.3486,0.16982,98.7,58.0,2011-01-03 05:00:00
3.0,394.15,65.235,0.33285,2.5834,-6.6366,0.16982,98.7,58.5,2011-01-03 05:30:00
3.0,394.25,66.859,0.27742,2.5596,-7.0365,0.16982,98.7,59.0,2011-01-03 06:00:00
3.0,394.33,68.468,0.2171,2.6066,-7.2739,0.16982,98.7,59.5,2011-01-03 06:30:00
3.0,394.4,69.113,0.090172,1.6844,-7.5883,0.16982,98.7,60.0,2011-01-03 07:00:00
3.0,394.52,69.156,0.10555,0.73723,-7.6437,0.16982,98.727,60.5,2011-01-03 07:30:00
3.0,394.52,69.347,0.062712,2.255,-7.4382,6.7066,98.8,61.0,2011-01-03 08:00:00
3.0,394.34,68.607,0.1344,2.597,-7.2272,38.245,98.8,61.5,2011-01-03 08:30:00
3.0,394.29,68.813,0.034629,2.6589,-7.1826,82.886,98.8,62.0,2011-01-03 09:00:00
3.0,394.4,69.651,0.12874,2.4181,-6.914,133.42,98.8,62.5,2011-01-03 09:30:00
3.0,395.54,75.123,0.11771,1.8942,-7.255,222.55,98.8,63.0,2011-01-03 10:00:00
3.0,396.38,77.596,0.20095,1.4078,-7.0892,246.58,98.8,63.5,2011-01-03 10:30:00
3.0,396.38,77.544,0.26758,0.98631,-6.7124,236.72,98.8,64.0,2011-01-03 11:00:00
3.0,396.25,76.85,0.16566,1.0534,-6.3801,264.77,98.8,64.5,2011-01-03 11:30:00
3.0,395.97,79.097,0.22068,0.989,-6.0916,353.43,98.72,65.0,2011-01-03 12:00:00
3.0,395.69,79.507,0.2056,0.66352,-6.0044,396.32,98.7,65.5,2011-01-03 12:30:00
3.0,395.58,78.655,0.15709,0.91803,-5.7244,383.38,98.683,66.0,2011-01-03 13:00:00
3.0,395.82,77.602,0.37988,0.99066,-5.5604,361.77,98.6,66.5,2011-01-03 13:30:00
3.0,396.1,77.847,0.31057,0.41576,-5.2472,284.43,98.6,67.0,2011-01-03 14:00:00
3.0,396.35,80.985,0.11578,1.195,-5.0583,199.45,98.6,67.5,2011-01-03 14:30:00
3.0,396.57,82.965,0.11342,0.85782,-5.1574,130.96,98.6,68.0,2011-01-03 15:00:00
3.0,396.63,84.533,0.13984,0.92267,-5.2765,91.843,98.537,68.5,2011-01-03 15:30:00
3.0,397.02,86.263,0.25851,1.4402,-5.1026,84.989,98.5,69.0,2011-01-03 16:00:00
3.0,397.31,89.093,0.20697,1.2704,-4.6901,37.624,98.5,69.5,2011-01-03 16:30:00
3.0,397.25,89.212,0.16991,1.4045,-5.3401,4.0515,98.5,70.0,2011-01-03 17:00:00
3.0,397.46,90.766,0.13692,0.98973,-5.1176,4.0515,98.5,70.5,2011-01-03 17:30:00
3.0,397.84,91.283,0.18863,1.6014,-5.2599,4.0515,98.5,71.0,2011-01-03 18:00:00
3.0,398.19,92.543,0.22412,1.0705,-5.2079,4.0515,98.5,71.5,2011-01-03 18:30:00
3.0,398.12,92.897,0.10288,1.4364,-5.3352,4.0515,98.46,72.0,2011-01-03 19:00:00
3.0,398.11,93.289,0.11792,1.4361,-5.2532,4.0515,98.4,72.5,2011-01-03 19:30:00
3.0,398.26,93.273,0.11476,1.48,-5.334,4.0515,98.4,73.0,2011-01-03 20:00:00
3.0,398.08,94.227,0.081806,1.5174,-4.9343,4.0515,98.37,73.5,2011-01-03 20:30:00
3.0,397.92,93.714,0.05851,1.2439,-5.0308,4.0515,98.3,74.0,2011-01-03 21:00:00
3.0,398.28,94.525,0.12938,1.4286,-4.9313,4.0515,98.3,74.5,2011-01-03 21:30:00
3.0,398.5,95.361,0.12189,1.7013,-4.7702,4.0515,98.3,75.0,2011-01-03 22:00:00
3.0,398.43,94.856,0.083061,1.6613,-4.9325,4.0515,98.3,75.5,2011-01-03 22:30:00
3.0,398.4,94.082,0.13037,2.434,-5.0773,4.0515,98.257,76.0,2011-01-03 23:00:00
3.0,398.85,93.541,0.1784,2.6898,-4.9825,4.0515,98.2,76.5,2011-01-03 23:30:00
4.0,399.34,92.987,0.24514,2.6184,-5.146,4.0515,98.2,77.0,2011-01-04 00:00:00
4.0,399.93,92.958,0.19012,2.7409,-5.236,4.0515,98.2,77.5,2011-01-04 00:30:00
4.0,399.66,93.494,0.24143,2.8225,-4.9939,4.0515,98.2,78.0,2011-01-04 01:00:00
4.0,399.27,93.465,0.13023,1.9905,-5.0909,4.0515,98.177,78.5,2011-01-04 01:30:00
4.0,398.65,93.789,0.16033,2.3895,-4.9133,4.0515,98.1,79.0,2011-01-04 02:00:00
4.0,398.78,93.325,0.32205,2.9808,-4.8844,4.0515,98.1,79.5,2011-01-04 02:30:00
4.0,399.49,93.686,0.38521,2.747,-5.1832,4.0515,98.1,80.0,2011-01-04 03:00:00
4.0,397.92,92.841,0.24294,2.0074,-5.7325,4.0515,98.1,80.5,2011-01-04 03:30:00
4.0,397.52,94.502,0.12736,1.8185,-5.2366,4.0515,98.09,81.0,2011-01-04 04:00:00
4.0,396.71,93.46,0.21014,2.3077,-5.6044,4.0515,98.0,81.5,2011-01-04 04:30:00
4.0,396.88,93.999,0.16446,1.8845,-5.8313,4.0515,98.0,82.0,2011-01-04 05:00:00
4.0,396.82,94.154,0.12898,1.3396,-6.2295,4.0515,98.0,82.5,2011-01-04 05:30:00
4.0,396.32,93.504,0.11074,1.6957,-6.3379,4.0515,98.0,83.0,2011-01-04 06:00:00
4.0,396.08,92.377,0.11958,1.9965,-6.6321,4.0515,98.0,83.5,2011-01-04 06:30:00
4.0,395.89,92.42,0.1158,1.6302,-6.6823,4.0515,98.0,84.0,2011-01-04 07:00:00
4.0,395.76,91.764,0.041472,1.33,-6.7461,4.0515,98.0,84.5,2011-01-04 07:30:00
4.0,396.06,91.264,0.047719,2.1185,-6.8072,2.2879,98.0,85.0,2011-01-04 08:00:00
4.0,396.41,91.261,0.10355,2.0186,-6.7846,24.908,98.0,85.5,2011-01-04 08:30:00
4.0,397.11,91.496,0.18898,1.9703,-6.7955,67.397,98.0,86.0,2011-01-04 09:00:00
4.0,396.85,90.808,0.21898,2.1789,-6.8299,116.67,98.01,86.5,2011-01-04 09:30:00
4.0,396.65,88.662,0.25661,2.4256,-6.5944,191.18,98.0,87.0,2011-01-04 10:00:00
4.0,396.72,86.475,0.3386,2.026,-6.1711,234.36,98.0,87.5,2011-01-04 10:30:00
4.0,396.75,85.631,0.4616,1.8123,-5.9253,258.84,98.03,88.0,2011-01-04 11:00:00
4.0,396.12,83.389,0.43133,1.974,-5.5462,416.3,98.1,88.5,2011-01-04 11:30:00
4.0,394.85,82.953,0.46641,2.2011,-5.0552,388.79,98.01,89.0,2011-01-04 12:00:00
4.0,394.55,82.252,0.6663,2.8032,-5.1404,413.33,98.0,89.5,2011-01-04 12:30:00
4.0,394.1,81.451,0.55365,3.228,-4.907,331.64,98.0,90.0,2011-01-04 13:00:00
4.0,393.82,78.996,0.65811,3.654,-4.7659,312.56,98.0,90.5,2011-01-04 13:30:00
4.0,393.82,75.962,0.54261,3.5312,-4.8312,297.82,98.0,91.0,2011-01-04 14:00:00
4.0,393.88,77.009,0.53493,3.2765,-4.6455,266.43,98.0,91.5,2011-01-04 14:30:00
4.0,393.56,74.645,0.64436,3.6876,-4.5311,259.52,98.027,92.0,2011-01-04 15:00:00
4.0,393.54,75.432,0.6635,3.7902,-4.4365,115.36,98.1,92.5,2011-01-04 15:30:00
4.0,393.84,81.146,0.43662,2.1438,-4.7783,55.456,98.1,93.0,2011-01-04 16:00:00
4.0,394.03,80.682,0.2775,2.8928,-4.8757,35.082,98.15,93.5,2011-01-04 16:30:00
4.0,394.16,77.986,0.29453,3.0192,-4.8856,6.3473,98.2,94.0,2011-01-04 17:00:00
4.0,394.26,74.629,0.22561,2.8648,-5.1091,6.3473,98.2,94.5,2011-01-04 17:30:00
4.0,394.18,74.246,0.22448,2.9171,-5.3192,6.3473,98.27,95.0,2011-01-04 18:00:00
4.0,394.42,70.946,0.28612,2.8475,-5.3786,6.3473,98.3,95.5,2011-01-04 18:30:00
4.0,394.11,70.114,0.20886,3.0507,-5.2748,6.3473,98.3,96.0,2011-01-04 19:00:00
4.0,393.93,77.09,0.38223,3.0171,-5.4589,6.3473,98.3,96.5,2011-01-04 19:30:00
4.0,393.67,81.116,0.23937,2.5323,-5.799,6.3473,98.3,97.0,2011-01-04 20:00:00
4.0,393.56,82.004,0.11429,2.0943,-5.9639,6.3473,98.3,97.5,2011-01-04 20:30:00
4.0,393.6,79.752,0.1319,2.1327,-6.0509,6.3473,98.3,98.0,2011-01-04 21:00:00
4.0,393.78,78.26,0.12469,2.3747,-5.9943,6.3473,98.377,98.5,2011-01-04 21:30:00
4.0,393.73,78.287,0.15949,2.3594,-6.243,6.3473,98.4,99.0,2011-01-04 22:00:00
4.0,393.85,78.135,0.21093,2.4751,-6.238,6.3473,98.4,99.5,2011-01-04 22:30:00
4.0,394.22,76.191,0.083875,2.5175,-6.206,6.3473,98.4,100.0,2011-01-04 23:00:00
4.0,394.38,72.677,0.14205,2.6139,-6.3102,6.3473,98.4,100.5,2011-01-04 23:30:00
5.0,394.4,70.859,0.20872,2.9566,-6.3647,6.3473,98.4,101.0,2011-01-05 00:00:00
5.0,394.63,68.166,0.34869,3.422,-6.5982,6.3473,98.4,101.5,2011-01-05 00:30:00
5.0,394.03,62.278,0.44601,3.3437,-6.4152,6.3473,98.4,102.0,2011-01-05 01:00:00
5.0,393.79,62.025,0.21611,2.7376,-6.4543,6.3473,98.4,102.5,2011-01-05 01:30:00
5.0,393.9,64.181,0.10012,2.8208,-6.7316,6.3473,98.4,103.0,2011-01-05 02:00:00
5.0,393.91,65.148,0.0722,2.8896,-6.9037,6.3473,98.4,103.5,2011-01-05 02:30:00
5.0,393.88,64.279,0.093111,2.8645,-7.0095,6.3473,98.4,104.0,2011-01-05 03:00:00
5.0,393.87,63.445,0.12872,3.2027,-7.2596,6.3473,98.4,104.5,2011-01-05 03:30:00
5.0,393.94,64.39,0.097753,3.1381,-7.5937,6.3473,98.4,105.0,2011-01-05 04:00:00
5.0,393.92,63.498,0.049188,2.9694,-7.6436,6.3473,98.4,105.5,2011-01-05 04:30:00
5.0,394.01,65.514,0.092486,2.6361,-8.0895,6.3473,98.4,106.0,2011-01-05 05:00:00
5.0,393.97,68.084,0.12621,2.5997,-8.1015,6.3473,98.4,106.5,2011-01-05 05:30:00
5.0,394.07,68.909,0.1389,2.4169,-7.6835,6.3473,98.4,107.0,2011-01-05 06:00:00
5.0,394.19,75.119,0.14828,2.4328,-7.4905,6.3473,98.4,107.5,2011-01-05 06:30:00
5.0,394.52,79.994,0.067341,2.3074,-7.3098,6.3473,98.43,108.0,2011-01-05 07:00:00
5.0,395.69,85.562,0.17347,2.6185,-7.9934,0.099772,98.403,108.5,2011-01-05 07:30:00
5.0,395.0,79.532,0.18871,2.9874,-8.0254,10.384,98.4,109.0,2011-01-05 08:00:00
5.0,394.27,72.221,0.20201,3.6396,-7.2136,56.885,98.4,109.5,2011-01-05 08:30:00
5.0,394.29,73.778,0.18653,2.7041,-7.3114,145.69,98.4,110.0,2011-01-05 09:00:00
5.0,394.77,77.858,0.095294,1.9249,-7.2604,317.75,98.4,110.5,2011-01-05 09:30:00
5.0,396.48,82.741,0.084273,1.7442,-7.4335,353.85,98.4,111.0,2011-01-05 10:00:00
5.0,397.98,81.546,0.22849,1.5832,-6.8581,579.02,98.4,111.5,2011-01-05 10:30:00
5.0,397.8,74.594,0.5397,3.138,-5.4341,648.77,98.36,112.0,2011-01-05 11:00:00
5.0,396.18,70.175,0.71173,4.024,-4.7962,769.9,98.3,112.5,2011-01-05 11:30:00
5.0,395.44,67.875,0.89035,4.1706,-4.7404,822.06,98.3,113.0,2011-01-05 12:00:00
5.0,395.87,68.727,0.91976,4.4019,-4.9572,902.31,98.203,113.5,2011-01-05 12:30:00
5.0,395.95,68.118,0.67958,3.8334,-5.0448,860.16,98.2,114.0,2011-01-05 13:00:00
5.0,396.15,68.158,0.82049,4.2512,-5.2719,792.22,98.193,114.5,2011-01-05 13:30:00
5.0,396.3,68.949,0.6363,4.4689,-5.5014,577.15,98.17,115.0,2011-01-05 14:00:00
5.0,396.48,70.531,0.63746,3.1206,-5.7029,286.01,98.12,115.5,2011-01-05 14:30:00
5.0,396.51,71.999,0.41644,2.9587,-5.8246,152.4,98.1,116.0,2011-01-05 15:00:00
5.0,397.11,72.234,0.63885,3.4553,-6.0392,95.177,98.1,116.5,2011-01-05 15:30:00
5.0,397.35,72.754,0.62507,2.9312,-6.2935,52.922,98.1,117.0,2011-01-05 16:00:00
5.0,397.5,73.062,0.39601,2.8288,-6.2953,26.605,98.1,117.5,2011-01-05 16:30:00
5.0,397.65,72.908,0.36856,2.4041,-6.3738,5.1777,98.1,118.0,2011-01-05 17:00:00
5.0,397.68,72.277,0.35259,2.9025,-6.4265,5.1777,98.1,118.5,2011-01-05 17:30:00
5.0,397.76,72.219,0.40773,3.0654,-6.4398,5.1777,98.023,119.0,2011-01-05 18:00:00
5.0,397.77,71.667,0.41495,3.8019,-6.497,5.1777,98.0,119.5,2011-01-05 18:30:00
5.0,397.96,71.996,0.36092,3.9579,-6.6258,5.1777,98.0,120.0,2011-01-05 19:00:00
5.0,398.25,72.233,0.3828,3.6217,-6.6063,5.1777,98.0,120.5,2011-01-05 19:30:00
5.0,398.43,73.36,0.2127,3.1186,-6.8282,5.1777,97.95,121.0,2011-01-05 20:00:00
5.0,398.35,75.335,0.088205,3.4497,-7.0505,5.1777,97.9,121.5,2011-01-05 20:30:00
5.0,398.45,74.623,0.18373,4.075,-7.1542,5.1777,97.883,122.0,2011-01-05 21:00:00
5.0,398.75,74.673,0.16619,3.7858,-7.2987,5.1777,97.8,122.5,2011-01-05 21:30:00
5.0,399.34,73.654,0.20461,3.8352,-7.2449,5.1777,97.8,123.0,2011-01-05 22:00:00
5.0,399.68,73.904,0.19956,3.9263,-7.3028,5.1777,97.8,123.5,2011-01-05 22:30:00
5.0,399.84,74.539,0.13411,3.722,-7.3222,5.1777,97.75,124.0,2011-01-05 23:00:00
5.0,399.06,75.448,0.19975,4.0614,-7.131,5.1777,97.703,124.5,2011-01-05 23:30:00
6.0,399.11,77.521,0.25966,3.3636,-7.1655,5.1777,97.683,125.0,2011-01-06 00:00:00
6.0,400.18,80.612,0.13582,3.3017,-7.7803,5.1777,97.6,125.5,2011-01-06 00:30:00
6.0,400.1,85.428,0.16816,3.5899,-7.6766,5.1777,97.55,126.0,2011-01-06 01:00:00
6.0,399.52,87.72,0.26108,4.0937,-7.2467,5.1777,97.5,126.5,2011-01-06 01:30:00
6.0,399.32,88.539,0.28757,4.0925,-6.9546,5.1777,97.5,127.0,2011-01-06 02:00:00
6.0,399.21,90.566,0.22528,3.4793,-7.0714,5.1777,97.483,127.5,2011-01-06 02:30:00
6.0,399.17,91.915,0.29816,3.4608,-7.0499,5.1777,97.4,128.0,2011-01-06 03:00:00
6.0,399.13,91.604,0.21625,3.009,-7.1753,5.1777,97.4,128.5,2011-01-06 03:30:00
6.0,399.24,91.392,0.26896,3.3238,-7.002,5.1777,97.333,129.0,2011-01-06 04:00:00
6.0,399.39,92.044,0.2059,3.6317,-6.4725,5.1777,97.3,129.5,2011-01-06 04:30:00
6.0,399.8,90.332,0.28648,3.7158,-6.5985,5.1777,97.26,130.0,2011-01-06 05:00:00
6.0,400.66,89.495,0.40342,3.5993,-6.2178,5.1777,97.2,130.5,2011-01-06 05:30:00
6.0,401.52,90.443,0.35798,3.0327,-5.7761,5.1777,97.2,131.0,2011-01-06 06:00:00
6.0,402.22,90.447,0.3276,2.683,-6.0054,5.1777,97.2,131.5,2011-01-06 06:30:00
6.0,403.08,91.624,0.35039,2.6373,-5.5684,5.1777,97.123,132.0,2011-01-06 07:00:00
6.0,403.33,91.908,0.39039,2.9763,-5.4106,5.1777,97.1,132.5,2011-01-06 07:30:00
6.0,401.81,91.041,0.38297,3.5944,-5.5784,2.3593,97.1,133.0,2011-01-06 08:00:00
6.0,400.75,89.773,0.43119,3.4637,-5.5767,19.211,97.1,133.5,2011-01-06 08:30:00
6.0,400.8,90.791,0.37217,2.9575,-5.2938,59.48,97.02,134.0,2011-01-06 09:00:00
6.0,401.05,91.149,0.32117,2.9272,-5.3186,119.21,97.0,134.5,2011-01-06 09:30:00
6.0,399.69,88.997,0.63341,4.1405,-5.0257,181.92,97.0,135.0,2011-01-06 10:00:00
