Day of the Year (DOY),Stand transpiration (mm/h),E. parramattensis (mm/h),A. bakeri (mm/h),Radiation (W/m2),T(degC),VPD (kPa),Volumetric water content (m3/m3),Rain (mm)
73.88,0.0138,0.01153,0.01016,0,16.9,0.165722804,0.179,0
73.9,0.0115,0.00881,0.00827,0,16.8,0.128311261,0.179,0
73.92,0.01033,0.00658,0.00722,0,16.6,0.094573183,0.179,0
73.94,0.00835,0.0056,0.0059,0,16.9,0.063591309,0.178125,0
73.96,0.00731,0.00484,0.00549,0,17.3,0.059260695,0.177083333,0
73.98,0.00762,0.00349,0.00485,0,17.2,0.07460032,0.176760417,0
74,0.00819,0.00297,0.00434,0,16.8,0.053622617,0.1765,0
74.02,0.00687,0.0034,0.00422,0,17,0.040718857,0.176239583,0
74.04,0.00724,0.00371,0.00449,0,16.9,0.05973729,0.176020833,0
74.06,0.00891,0.00272,0.00415,0,16.7,0.078033046,0.17628125,0
74.08,0.00708,0.0034,0.00383,0,16.6,0.058635373,0.176416667,0
74.1,0.00813,0.00474,0.00417,0,16.1,0.047672226,0.175895833,0
74.13,0.00677,0.0032,0.00388,0,15.9,0.028973352,0.17535,0
74.15,0.0066,0.00364,0.00449,0,15.6,0.024881375,0.174725,0
74.17,0.00698,0.00261,0.00416,0,15.4,0.021061889,0.1741,0
74.19,0.00719,0.00308,0.00352,0,15.1,0.017224909,0.17378125,0
74.21,0.00632,0.00335,0.00363,0,14.8,0.013522919,0.173520833,0
74.23,0.00655,0.00275,0.00444,0,14.7,0.010078645,0.173260417,0
74.25,0.00668,0.00252,0.00379,3,14.2,0.011393807,0.173,0
74.27,0.00581,0.00325,0.0033,64,14.3,0.008189951,0.172739583,0
74.29,0.0037,0.0029,0.00378,196,16,0.007288635,0.1725,0
74.31,0.00994,0.00185,0.00396,345,16.9,0.013489065,0.1725,0
74.33,0.041,0.00118,0.00252,437,18.2,0.156619186,0.1725,0
74.35,0.10066,0.00532,0.00462,513,20,0.457122764,0.1725,0
74.38,0.09723,0.02169,0.01932,601,20.8,0.639195982,0.17225,0
74.4,0.12012,0.05935,0.04131,678,22,0.86146362,0.171208333,0
74.42,0.13304,0.04896,0.04826,737,23.6,1.15500022,0.170166667,0
74.44,0.16965,0.06973,0.05039,781,24.6,1.238869059,0.17,0
74.46,0.15404,0.07683,0.05621,818,25.4,1.41922561,0.17,0
74.48,0.16077,0.08285,0.0868,845,25.8,1.509777945,0.16928125,0
74.5,0.15944,0.07983,0.07421,855,26.8,1.640850107,0.1685,0
74.52,0.15997,0.08767,0.07309,843,27.2,1.712533588,0.168239583,0
74.54,0.16555,0.08331,0.07613,816,27.6,1.838180795,0.168,0
74.56,0.16299,0.08656,0.07341,780,28.5,2.02740291,0.168,0
74.58,0.17476,0.07876,0.08679,731,29,2.123606853,0.167916667,0
74.6,0.15621,0.07347,0.08952,673,29.5,2.198812558,0.167395833,0
74.63,0.1568,0.07793,0.09683,598,29.2,2.209247477,0.16695,0
74.65,0.15286,0.08208,0.07413,504,29.9,2.381210485,0.166741667,0
74.67,0.1538,0.07104,0.08576,409,29.6,2.381458649,0.166533333,0
74.69,0.14763,0.07505,0.0778,302,29.5,2.334694233,0.16628125,0
74.71,0.14107,0.06996,0.08383,205,29.3,2.295431351,0.166020833,0
74.73,0.12802,0.07379,0.07384,37,27.9,1.750974036,0.165760417,0
74.75,0.11991,0.07531,0.06576,11,26.2,1.34271023,0.1655,0
74.77,0.07672,0.06224,0.06577,0,24.6,1.050881466,0.165239583,0
74.79,0.05005,0.05468,0.06523,0,23.3,0.829350096,0.1649375,0
74.81,0.03652,0.04303,0.0337,0,22.5,0.754907375,0.16415625,0
74.83,0.02591,0.02831,0.02174,0,22.2,0.709313239,0.163416667,0
74.85,0.02651,0.01982,0.0167,0,21.6,0.599097262,0.162895833,0
74.88,0.02403,0.0135,0.01241,0,21.5,0.626134753,0.16255,0
74.9,0.02445,0.0141,0.01241,0,21,0.547872191,0.162758333,0
74.92,0.02173,0.01237,0.01165,0,20,0.345174332,0.162966667,0
74.94,0.01853,0.01283,0.01162,0,19.3,0.210031002,0.163,0
74.96,0.01396,0.01174,0.00998,0,19,0.153552414,0.163,0
74.98,0.01213,0.00997,0.00856,0,18.5,0.104232704,0.162041667,0
75,0.01183,0.00733,0.00664,0,18.1,0.068488955,0.161,0
75.02,0.01049,0.00644,0.00568,0,17.8,0.050934031,0.160479167,0
75.04,0.00814,0.00599,0.00585,0,17.6,0.056345712,0.16,0
75.06,0.00869,0.00511,0.00538,0,17.2,0.039263326,0.16,0
75.08,0.00948,0.00373,0.00441,0,17,0.031023891,0.160041667,0
75.1,0.00725,0.00389,0.0048,0,16.8,0.022981121,0.160302083,0
75.13,0.00836,0.00466,0.00482,0,16.5,0.01691774,0.16035,0
75.15,0.00633,0.00315,0.0041,0,16.8,0.009575467,0.159725,0
75.17,0.00754,0.0039,0.00446,0,16.8,0.019150935,0.1591,0
75.19,0.00619,0.00277,0.00356,0,16.4,0.014944802,0.159,0
75.21,0.0066,0.00368,0.00386,0,16.5,0.011278493,0.159,0
75.23,0.00589,0.00259,0.0036,0,17.1,0.017559408,0.158760417,0
75.25,0.00585,0.00264,0.00396,10,17,0.021328925,0.1585,0
75.27,0.00419,0.00138,0.00452,70,17.3,0.019753565,0.157979167,0
75.29,0.00431,0.00212,0.00373,224,18.7,0.030149467,0.157520833,0
75.31,0.0174,0.00159,0.0026,244,20.6,0.46935074,0.15778125,0
75.33,0.07531,0.00127,0.00304,272,21.4,0.584236629,0.157875,0
75.35,0.10794,0.00931,0.00809,463,23.1,0.940479566,0.15709375,0
75.38,0.13765,0.04213,0.03318,272,24.4,1.263680988,0.15655,0
75.4,0.11329,0.05673,0.05121,167,24.4,1.181465599,0.156758333,0
75.42,0.13102,0.06541,0.07224,769,26.8,1.686526877,0.156966667,0
75.44,0.12129,0.06093,0.05236,780,29.2,2.27398733,0.15678125,0
75.46,0.12163,0.06124,0.06978,976,30.7,2.639787009,0.156520833,0
75.48,0.15145,0.06422,0.05706,556,32.5,3.171524888,0.156739583,0
75.5,0.18345,0.06452,0.05711,518,31.9,2.965436413,0.157,0
75.52,0.18177,0.08924,0.06221,419,31.5,2.912109876,0.156479167,0
75.54,0.17496,0.09985,0.0836,171,30.7,2.591229054,0.155979167,0
75.56,0.15164,0.08132,0.10045,194,29.6,2.282058635,0.15571875,0
75.58,0.14578,0.07867,0.09629,94,27.6,1.458756703,0.155375,0
75.6,0.0929,0.07272,0.07892,148,26.7,1.194550014,0.15459375,0
75.63,0.11346,0.06517,0.08061,199,27.6,1.653994343,0.1541,0
75.65,0.13171,0.04787,0.04503,152,27,1.550178149,0.154516667,0
75.67,0.1258,0.05925,0.05422,100,25.9,1.132436862,0.154933333,0
75.69,0.06441,0.06551,0.06621,53,24.3,0.605358205,0.15434375,0
75.71,0.02605,0.06319,0.06261,34,24.4,0.502427381,0.1535625,0
75.73,0.02481,0.0351,0.0293,19,23.9,0.505287192,0.1535,0
75.75,0.0209,0.01469,0.01137,6,23.7,0.426253018,0.1535,0
75.77,0.0195,0.01472,0.01009,0,23.3,0.316350037,0.1535,0
75.79,0.01708,0.0122,0.00869,0,22.8,0.254401056,0.153479167,0
75.81,0.0176,0.0112,0.0083,0,23,0.425425691,0.15321875,0
75.83,0.01935,0.00965,0.00743,0,22.6,0.333301487,0.153,0
75.85,0.01721,0.01009,0.00751,0,22.4,0.275308335,0.153,0
75.88,0.01639,0.01061,0.00874,0,22.5,0.336721275,0.15295,0
75.9,0.01789,0.00884,0.00837,0,22.4,0.275308335,0.152741667,0
75.92,0.01601,0.00879,0.00759,0,22.2,0.293325024,0.152533333,0
75.94,0.01328,0.01021,0.00767,0,22,0.258175641,0.1525,0
75.96,0.01484,0.00835,0.00766,0,22.1,0.333959584,0.1525,0
75.98,0.01675,0.00633,0.00695,0,22.2,0.445320718,0.1525,0
76,0.01875,0.00808,0.00676,0,21.8,0.338345853,0.1525,0
76.02,0.01472,0.00879,0.00796,0,21.7,0.274211632,0.152239583,0
76.04,0.01338,0.01008,0.00867,0,21.6,0.26740822,0.152020833,0
76.06,0.01288,0.00765,0.00708,0,21.5,0.240231293,0.15228125,0
76.08,0.01231,0.00681,0.00657,0,21.4,0.203212741,0.152416667,0
76.1,0.01337,0.00629,0.00659,0,21.8,0.309716588,0.151895833,0
76.13,0.01826,0.00625,0.00606,0,21.8,0.361769797,0.1514,0
76.15,0.0213,0.00725,0.00611,0,21.9,0.418961275,0.150983333,0
76.17,0.02027,0.00987,0.0084,0,21.2,0.296113451,0.150566667,0
76.19,0.0148,0.01109,0.01022,0,20.5,0.170727563,0.1505,0
76.21,0.01156,0.01046,0.00981,0,20.1,0.110288565,0.1505,0
76.23,0.0104,0.00709,0.00771,0,20.6,0.125805353,0.150260417,0
76.25,0.01304,0.00618,0.00537,0,20.9,0.135520028,0.15,0
76.27,0.01332,0.00531,0.00509,16,21.2,0.160603906,0.15,0
76.29,0.01524,0.00644,0.0066,68,21.7,0.204365273,0.149958333,0
76.31,0.02934,0.00671,0.00661,127,22.2,0.30932457,0.1494375,0
76.33,0.06112,0.00846,0.00678,189,22.5,0.401893135,0.149,0
76.35,0.08094,0.01672,0.01262,180,22.8,0.481149824,0.149,0
76.38,0.09189,0.03376,0.02736,410,23.3,0.60420007,0.149,0
76.4,0.10213,0.04384,0.0371,279,23.7,0.735724387,0.149,0
76.42,0.10907,0.05047,0.04142,266,23.6,0.710992598,0.149,0
76.44,0.10972,0.05076,0.05137,299,23.9,0.747588653,0.14921875,0
76.46,0.12173,0.05607,0.053,515,24.3,0.799072831,0.149479167,0.2
76.48,0.1422,0.05646,0.05326,938,25.8,1.009829546,0.149260417,0
76.5,0.14493,0.06374,0.05799,711,26.4,1.115144915,0.149,0
76.52,0.14203,0.07215,0.07005,717,27.3,1.273916671,0.14821875,0
76.54,0.16552,0.08058,0.06435,795,28.9,1.614235898,0.1475,0
76.56,0.13739,0.06871,0.07332,312,26.9,1.106289185,0.1475,0
76.58,0.12374,0.07637,0.08916,30,25.2,0.872088745,0.147433333,9
76.6,0.08528,0.06929,0.0681,141,21.8,0.205610172,0.147016667,0.4
76.63,0.02141,0.0577,0.06604,84,21.6,0.190271234,0.1466,0.8
76.65,0.0209,0.04083,0.04445,123,20.9,0.137984029,0.147291667,0
76.67,0.02024,0.01309,0.00832,22,20.2,0.174710547,0.148333333,0.8
76.69,0.01471,0.01461,0.00628,141,19.8,0.1221062,0.1480625,0
76.71,0.0068,0.01433,0.00591,23,19.7,0.160287923,0.147541667,0
76.73,0.01045,0.00958,0.00513,1,19.7,0.201504818,0.14821875,0
76.75,0.0138,0.00324,0.00356,7,19.3,0.131827969,0.149,0
76.77,0.01353,0.00732,0.00314,0,19.1,0.130219905,0.149520833,0
76.79,0.00979,0.00881,0.00499,0,19,0.149165202,0.1500625,0.4
76.81,0.01486,0.00924,0.00429,0,18.7,0.135672603,0.15084375,0
76.83,0.01031,0.00507,0.00472,0,18.6,0.072771153,0.151533333,0.2
76.85,0.009,0.00908,0.00579,0,18.4,0.052853574,0.151741667,0.2
76.88,0.00627,0.00552,0.00479,0,18.3,0.039922085,0.15195,0
76.9,0.0065,0.00468,0.00432,0,18.3,0.033618598,0.152197917,0.2
76.92,0.00595,0.00341,0.00286,0,18.1,0.031131343,0.152458333,0.6
76.94,0.00575,0.00266,0.00384,0,17.9,0.028699664,0.1529375,0.2
76.96,0.00453,0.00261,0.00335,0,17.9,0.024599712,0.153458333,0
76.98,0.00471,0.00295,0.0028,0,17.9,0.024599712,0.1535,0
77,0.00553,0.00144,0.00309,0,17.9,0.024599712,0.1535,0
77.02,0.00548,0.00162,0.00309,0,17.8,0.024448335,0.154020833,0
77.04,0.00525,0.00213,0.00339,0,17.7,0.026322639,0.154479167,0
77.06,0.0059,0.00213,0.00335,0,17.7,0.032397094,0.15421875,0
77.08,0.00593,0.00251,0.00275,0,17.7,0.03644673,0.154,0
77.1,0.00668,0.0027,0.0032,0,17.6,0.040246937,0.154,0
77.12,0.00576,0.00273,0.0032,0,17.5,0.037998981,0.154,0
77.15,0.00496,0.00337,0.00331,0,17.5,0.035999034,0.154,0
77.17,0.00746,0.00296,0.0028,0,17.5,0.041998873,0.154,0
77.19,0.00662,0.00228,0.00268,0,17.5,0.053998551,0.15378125,0
77.21,0.00783,0.00402,0.00344,0,17.5,0.05999839,0.153520833,0
77.23,0.00666,0.0032,0.00342,0,17.6,0.064395099,0.153020833,0
77.25,0.00702,0.00425,0.00358,0,17.7,0.056694914,0.1525,0
77.27,0.00625,0.00365,0.00301,13,17.7,0.066819006,0.15328125,0
77.29,0.00679,0.00347,0.00355,50,18,0.078381197,0.154041667,0
77.31,0.01322,0.00281,0.00344,92,18.5,0.138267873,0.1545625,0
77.33,0.02604,0.00372,0.00307,138,18.9,0.233278391,0.155133333,0
77.35,0.04378,0.00826,0.00496,191,19.5,0.352862849,0.155966667,0
77.37,0.06569,0.0169,0.00914,197,19.8,0.460778114,0.1568,0
77.4,0.08124,0.02682,0.01696,272,20.1,0.520937477,0.15640625,0
77.42,0.09703,0.0388,0.02689,283,20.5,0.613176458,0.155625,0
77.44,0.10811,0.04536,0.03588,261,20.8,0.67838041,0.15528125,0
77.46,0.1076,0.0537,0.04333,268,20.7,0.662085526,0.155020833,0
77.48,0.10686,0.05807,0.05004,199,21,0.669346116,0.155479167,0
77.5,0.10463,0.057,0.05059,178,20.7,0.65721725,0.156,0
77.52,0.10341,0.05619,0.05068,212,20.8,0.644094036,0.15678125,0
77.54,0.10487,0.05382,0.05081,340,21,0.691657654,0.157416667,0
77.56,0.11283,0.05451,0.0489,289,21.1,0.670941068,0.156375,0
77.58,0.11095,0.05497,0.0499,129,20.9,0.601216126,0.155566667,0
77.6,0.09712,0.05937,0.05345,160,20.9,0.571648119,0.155983333,0
77.62,0.08841,0.05816,0.05279,128,20.8,0.548581992,0.1564,0
77.65,0.08142,0.05088,0.04623,85,20.1,0.485738999,0.156302083,0
77.67,0.06055,0.04765,0.04076,80,19.5,0.285004609,0.156041667,0
77.69,0.02548,0.04424,0.03718,46,18.9,0.15043186,0.156,0
77.71,0.01386,0.03249,0.02806,58,18.8,0.104007097,0.156,0.2
77.73,0.00945,0.01375,0.01174,11,18.8,0.06717125,0.156,0
77.75,0.00665,0.00754,0.00632,3,18.8,0.056337177,0.156,0
77.77,0.00702,0.00484,0.00461,0,18.7,0.051684801,0.156,0
77.79,0.00653,0.00253,0.00412,0,18.8,0.052003548,0.155979167,0
77.81,0.00603,0.0032,0.00382,0,18.8,0.054170363,0.15571875,0
77.83,0.00551,0.00274,0.00379,0,18.8,0.054170363,0.155433333,0
77.85,0.00613,0.00288,0.00315,0,18.9,0.052324125,0.155016667,0
77.87,0.00583,0.00239,0.00312,0,18.9,0.050143953,0.1546,0
77.9,0.00548,0.00288,0.00325,0,18.9,0.050143953,0.154104167,0
77.92,0.0063,0.0029,0.00292,0,18.9,0.050143953,0.153583333,0
77.94,0.00579,0.00264,0.00284,0,18.9,0.050143953,0.15240625,0
77.96,0.005,0.00289,0.00341,0,18.9,0.052324125,0.151104167,0
77.98,0.00668,0.00266,0.00313,0,18.9,0.054504297,0.150760417,0
78,0.00653,0.00242,0.00258,0,18.9,0.056684469,0.1505,0
78.02,0.0058,0.00372,0.00297,0,18.9,0.056684469,0.149979167,0
78.04,0.00569,0.00333,0.0032,0,18.9,0.050143953,0.1494375,0
78.06,0.00555,0.00314,0.00267,0,18.8,0.045503105,0.14865625,0
78.08,0.00566,0.00266,0.00303,0,18.8,0.041169476,0.147966667,0
78.1,0.00554,0.00261,0.00295,0,18.7,0.038763601,0.147758333,0
78.12,0.00504,0.00275,0.00291,0,18.7,0.032303001,0.14755,0
78.15,0.00552,0.00262,0.00291,0,18.7,0.027995934,0.147302083,0
78.17,0.00483,0.00224,0.0028,0,18.5,0.027653575,0.147041667,0
78.19,0.00597,0.00242,0.0031,0,18,0.022689294,0.146125,0
78.21,0.00633,0.00218,0.00265,0,17.9,0.02049976,0.145083333,0
78.23,0.00576,0.00256,0.00341,0,18.3,0.016809299,0.14428125,0
78.25,0.00429,0.00289,0.00344,0,18.3,0.016809299,0.1435,0
78.27,0.004,0.00258,0.00318,18,18.2,0.016706047,0.145583333,0
78.29,0.00425,0.00201,0.00228,143,18.4,0.014799001,0.147625,0
78.31,0.00373,0.00178,0.00222,190,18.7,0.017228267,0.1491875,0
78.33,0.0128,0.00183,0.00242,141,18.9,0.030522406,0.150733333,0
78.35,0.02418,0.00188,0.00186,147,19.2,0.073283289,0.152191667,0.4
78.37,0.02742,0.00767,0.00513,321,19.6,0.086482093,0.15365,0
78.4,0.04768,0.01467,0.00951,314,20.2,0.224290567,0.154197917,0
78.42,0.08023,0.01627,0.01115,426,21.1,0.394084345,0.154458333,0
78.44,0.10152,0.02969,0.01799,239,21.6,0.519389043,0.15384375,0
78.46,0.10204,0.04499,0.03523,188,21.5,0.529019975,0.1530625,0
78.48,0.09351,0.05451,0.04701,201,21.8,0.530942723,0.153479167,0
78.5,0.09802,0.05367,0.04837,552,22.5,0.62727915,0.154,0
78.52,0.11849,0.04951,0.044,454,23,0.722104133,0.153479167,0
78.54,0.12829,0.05286,0.04516,304,23.3,0.772350089,0.153,0
78.56,0.11891,0.06121,0.05728,197,23,0.800472024,0.153,0
78.58,0.11242,0.06922,0.05907,88,22.9,0.7845223,0.153,0
78.6,0.08796,0.06212,0.0568,122,22.7,0.640413897,0.153,0
78.62,0.04545,0.05687,0.05556,154,21.8,0.294100626,0.153,0.2
78.65,0.03555,0.04686,0.0411,157,22.4,0.367077779,0.152802083,0
78.67,0.05439,0.02587,0.01958,101,22.5,0.461634007,0.152541667,0
78.69,0.06608,0.02217,0.01338,93,22.3,0.477538481,0.15271875,0
78.71,0.0623,0.0324,0.02199,19,21.6,0.339402741,0.152979167,1.2
78.73,0.02745,0.0381,0.02798,7,20.8,0.09796107,0.153,1
78.75,0.01132,0.03477,0.02753,0,20.5,0.069733793,0.153,0.8
78.77,0.00635,0.01534,0.01211,0,20.5,0.048092271,0.152739583,0
78.79,0.00591,0.0063,0.00502,0,20.4,0.04062961,0.152458333,0
78.81,0.00625,0.00315,0.0032,0,20.4,0.038239633,0.1519375,0
78.83,0.00693,0.00244,0.00347,0,20.3,0.033255933,0.1514,0
78.85,0.00515,0.00242,0.00384,0,20.3,0.03088051,0.150775,0
78.87,0.00639,0.00335,0.00358,0,20.2,0.02833144,0.15015,0
78.9,0.00585,0.00183,0.00332,0,20.3,0.028505086,0.1488125,0
78.92,0.00536,0.00326,0.00313,0,20.3,0.028505086,0.14725,0
78.94,0.00666,0.00294,0.00291,0,19.9,0.025498377,0.14634375,0
78.96,0.00755,0.00254,0.00282,0,19.8,0.023038906,0.1455625,0
78.98,0.00597,0.00323,0.00342,0,19.8,0.023038906,0.143822917,0
79,0.00584,0.00349,0.00406,0,19.8,0.020735015,0.142,0.2
79.02,0.00647,0.00212,0.00386,0,19.7,0.020608447,0.141479167,0
79.04,0.00555,0.00268,0.00316,0,19.8,0.018431125,0.140958333,0
79.06,0.00615,0.00309,0.00338,0,19.8,0.018431125,0.1404375,0
79.08,0.00625,0.00235,0.00319,0,19.5,0.018095531,0.1398,0
79.1,0.00657,0.00289,0.00325,0,19.1,0.015449819,0.13855,0
79.12,0.00445,0.00316,0.0031,0,19.2,0.01554494,0.1373,0
79.15,0.00608,0.0028,0.00377,0,19.3,0.013406234,0.137,0
79.17,0.00512,0.00164,0.00281,0,19.5,0.013571648,0.137,0
79.19,0.00583,0.00275,0.00333,0,19.4,0.015736822,0.13634375,0
79.21,0.00526,0.00223,0.00289,0,19.3,0.013406234,0.1355625,0
79.23,0.00573,0.0028,0.00303,0,19.2,0.013324234,0.1355,0
79.25,0.00526,0.00231,0.00295,0,19.1,0.013242702,0.1355,0
79.27,0.00594,0.00268,0.00305,19,19,0.013161635,0.135239583,0
79.29,0.00526,0.00187,0.00339,36,19,0.013161635,0.135395833,0
79.31,0.00498,0.00256,0.00338,117,19.1,0.013242702,0.14034375,0
79.33,0.00497,0.00208,0.00317,191,19.4,0.013488705,0.145066667,0
79.35,0.01366,0.00188,0.0031,244,19.9,0.01622624,0.148608333,0
79.37,0.03597,0.0023,0.00266,736,20.9,0.022176005,0.15215,0
79.4,0.0944,0.0093,0.00436,570,22.4,0.313095753,0.153197917,0
79.42,0.11868,0.02422,0.01174,487,24.3,0.602331414,0.153458333,0
79.44,0.14869,0.05944,0.03496,871,25.7,0.839267036,0.1530625,0
79.46,0.14225,0.06452,0.05416,859,27.2,1.057741334,0.152541667,0.2
79.48,0.14166,0.08591,0.06277,783,28.1,1.195039173,0.152739583,0
79.5,0.14014,0.07568,0.06656,863,27.9,1.04983454,0.153,0
79.52,0.16447,0.07635,0.06531,529,28.9,1.288207958,0.153,0
79.54,0.13995,0.07324,0.0669,454,29,1.287761594,0.153,0
79.56,0.15162,0.07562,0.08884,270,29.1,1.347601005,0.153,0
79.58,0.14114,0.06985,0.0701,125,28.2,1.057068931,0.153,0
79.6,0.10819,0.07368,0.07794,131,27.1,0.665238447,0.153,0.2
79.62,0.05942,0.06919,0.07195,132,25.7,0.296211895,0.153,0
79.65,0.0436,0.05456,0.05363,181,27.3,0.636958335,0.152604167,0
79.67,0.10494,0.03262,0.0268,151,26.5,0.818039976,0.152083333,0
79.69,0.09585,0.02873,0.01487,115,25.7,0.882053199,0.15221875,0
79.71,0.08806,0.07163,0.03331,64,25.4,0.685366354,0.152479167,0
79.73,0.07136,0.05483,0.04102,6,24.3,0.466125818,0.1525,0.4
79.75,0.04038,0.04666,0.0414,0,21.8,0.197802191,0.1525,0
79.77,0.01978,0.0412,0.03016,0,21.3,0.164109014,0.152760417,0
79.79,0.0152,0.02343,0.01695,0,21.1,0.139675464,0.152979167,0
79.81,0.0108,0.01314,0.00665,0,20.8,0.173880899,0.15271875,0
79.83,0.01065,0.01014,0.00506,0,20.4,0.148178579,0.152433333,0
79.85,0.00984,0.00592,0.00487,0,20.3,0.142525429,0.152016667,0
79.87,0.01226,0.00568,0.00498,0,20.8,0.18857506,0.1516,0
79.9,0.01184,0.00564,0.0042,0,20.7,0.180126209,0.151104167,0
79.92,0.0107,0.00747,0.00479,0,20.4,0.126668785,0.150583333,0
79.94,0.00842,0.00675,0.00508,0,20.3,0.085515257,0.149625,0
79.96,0,0.00556,0.00514,0,20.3,0.071262714,0.148583333,0
79.98,0,0.00488,0.00353,0,20.2,0.0708286,0.1470625,0
80,0,0,0,0,20.3,0.076013562,0.1455,0
80.02,0,0,0,0,20.4,0.088429152,0.144458333,0
80.04,0,0,0,0,20.4,0.09798906,0.143375,0
80.06,0,0,0,0,20.1,0.075090087,0.1418125,0
80.08,0,0,0,0,20.1,0.056317565,0.1404,0
80.1,0,0,0,0,20.1,0.049277869,0.139775,0
80.12,0,0,0,0,19.9,0.044042651,0.13915,0
80.15,0,0,0,0,19.9,0.041724617,0.138208333,0
80.17,0,0,0,0,19.9,0.037088548,0.137166667,0
80.19,0,0,0,0,19.8,0.034558359,0.13678125,0
80.21,0,0,0,0,19.7,0.032057585,0.136520833,0
80.23,0,0,0,0,19.7,0.029767757,0.136020833,0
80.25,0,0,0,4,19.7,0.02747793,0.1355,0
80.27,0,0,0,22,19.8,0.025342796,0.1355,0
80.29,0,0,0,58,19.9,0.025498377,0.1356875,0
80.31,0,0,0,95,20.3,0.028505086,0.13803125,0
80.33,0,0,0,175,20.8,0.048980535,0.140766667,0
80.35,0,0,0,274,21.6,0.200556165,0.145558333,0
80.37,0,0,0,306,22.5,0.377453688,0.15035,0
80.4,0,0,0,382,23.2,0.470254091,0.151104167,0
80.42,0,0,0,346,24,0.58859871,0.150583333,0
80.44,0,0,0,313,24.5,0.652491111,0.15028125,0
80.46,0,0,0,443,25.2,0.769865889,0.150020833,0
80.48,0,0,0,575,26.9,1.02853084,0.150479167,0
80.5,0,0,0,680,27.8,1.285953099,0.151,0.2
80.52,0,0,0,693,28.5,1.503074571,0.150479167,0
80.54,0,0,0,502,28.7,1.626892904,0.150020833,0
80.56,0,0,0,256,27.2,1.385137461,0.15028125,0
80.58,0,0,0,196,26.6,1.138876913,0.150566667,0
80.6,0,0,0,166,25.8,0.907191134,0.150983333,0
80.62,0,0,0,83,24.9,0.658906704,0.1514,0
80.65,0,0,0,133,24.1,0.553269256,0.151104167,0
80.67,0,0,0,102,24.3,0.626545743,0.150583333,0
80.69,0,0,0,55,23.8,0.584496729,0.15028125,0
80.71,0,0,0,47,23.3,0.570000066,0.150020833,0
80.73,0,0,0,32,23,0.52898326,0.150239583,0
80.75,0,0,0,0,22.5,0.4181861,0.1505,0
80.77,0,0,0,0,22.1,0.384318569,0.151020833,0
80.79,0,0,0,0,21.7,0.307841361,0.151416667,0
80.81,0,0,0,0,21.6,0.290549316,0.150375,0
80.83,0,0,0,0,21.5,0.255565205,0.1495,0
80.85,0,0,0,0,21.5,0.232564337,0.1495,0
80.87,0,0,0,0,21.5,0.207007816,0.1495,0
80.9,0,0,0,0,21.5,0.222341729,0.148114583,0
80.92,0,0,0,0,21.4,0.208293059,0.146291667,0
80.94,0,0,0,0,21.2,0.190717138,0.14490625,0
80.96,0,0,0,0,21.1,0.187065354,0.143604167,0
80.98,0,0,0,0,20.9,0.179872038,0.1420625,0
81,0,0,0,0,20.6,0.154837358,0.1405,0
81.02,0,0,0,0,20.2,0.13457434,0.139979167,0
81.04,0,0,0,0,20,0.104951655,0.1394375,0
81.06,0,0,0,0,20.5,0.144276814,0.13865625,0
81.08,0,0,0,0,20.8,0.156737712,0.137833333,0
81.1,0,0,0,0,20.7,0.153350692,0.136791667,0
81.12,0,0,0,0,20.7,0.153350692,0.13575,0
81.15,0,0,0,0,20.8,0.154288685,0.134708333,0
81.17,0,0,0,0,20.8,0.166533819,0.133666667,0
81.19,0,0,0,0,20.9,0.174944037,0.13284375,0
81.21,0,0,0,0,20.9,0.199584042,0.1320625,0
81.23,0,0,0,0,20.9,0.194656041,0.131760417,0
81.25,0,0,0,0,20.5,0.132253746,0.1315,0
81.27,0,0,0,35,20.8,0.139594525,0.1330625,0
81.29,0,0,0,131,21,0.178492298,0.135083333,0
81.31,0,0,0,244,22.7,0.442517757,0.142375,0
81.33,0,0,0,336,23.4,0.544775713,0.148466667,0
81.35,0,0,0,432,23.7,0.545954208,0.148258333,0
81.37,0,0,0,202,23.4,0.501767104,0.14805,0
81.4,0,0,0,354,24.2,0.598724913,0.147604167,0
81.42,0,0,0,599,25.3,0.771266373,0.147083333,0
81.44,0,0,0,372,24.8,0.761016383,0.147,0
81.46,0,0,0,868,26.4,1.036226967,0.147,0
81.48,0,0,0,881,27.1,1.258945878,0.147,0
81.5,0,0,0,709,27.5,1.373274645,0.147,0
81.52,0,0,0,552,27.4,1.346991166,0.146739583,0
81.54,0,0,0,709,27.7,1.38956516,0.146479167,0
81.56,0,0,0,621,28.3,1.527766317,0.14621875,0
81.58,0,0,0,644,29.1,1.689529619,0.146066667,0
81.6,0,0,0,613,29.5,1.770579401,0.146483333,0
81.62,0,0,0,346,29.6,1.78505857,0.1469,0
81.65,0,0,0,301,29.5,1.688226871,0.146802083,0
81.67,0,0,0,268,29.3,1.7175036,0.146541667,0
81.69,0,0,0,245,29.4,1.61701499,0.1465,0
81.71,0,0,0,157,28.3,1.262902307,0.1465,0
81.73,0,0,0,11,26.6,0.968739813,0.146260417,0
81.75,0,0,0,2,25.3,0.803402472,0.146,0
81.77,0,0,0,0,23.8,0.605056915,0.145739583,0
81.79,0,0,0,0,23.2,0.490084083,0.1455,0
81.81,0,0,0,0,22.6,0.379745137,0.1455,0
81.83,0,0,0,0,22.2,0.290658433,0.145533333,0
